person_age,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status,person_gender_male,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_Yes
26.0,0,0.055419769045404764,5,1.649587506403001,14.27,0.24,4.0,-0.5275819342630713,0,False,False,False,False,False,True,False,False,False,True
22.0,3,-0.4213799662894654,0,0.06601022259492521,10.74,0.22,3.0,0.9991264025262718,0,True,False,False,True,False,False,False,False,True,True
26.0,0,0.05728493947962645,7,-0.7257784193091127,11.01,0.06,4.0,0.9396442595344793,0,False,False,False,False,False,False,False,True,False,True
22.0,0,-0.42180273825455566,0,0.06601022259492521,10.37,0.22,4.0,-1.9154986040715651,0,False,False,False,True,False,False,False,True,False,True
22.0,4,-0.42446371474071193,0,0.06601022259492521,10.75,0.22,2.0,0.20603116263570398,0,False,False,False,True,True,False,False,False,False,True
26.0,4,-0.41711494322987847,1,0.06601022259492521,13.48,0.21,3.0,0.24568592463023237,0,False,False,False,True,False,False,True,False,False,False
25.0,0,-0.5053375047685642,2,0.06601022259492521,16.77,0.25,4.0,0.7810252115563657,1,False,False,False,True,False,False,False,False,True,False
24.0,3,-0.41702790194294814,2,0.06601022259492521,7.88,0.21,3.0,-0.3689628862849577,0,True,False,False,True,False,False,False,True,False,False
23.0,3,0.0566383470624296,0,2.2830184199262313,8.9,0.28,4.0,-1.9353259850688294,0,False,False,False,False,True,False,False,False,False,False
23.0,1,-0.5028257419171457,0,0.06601022259492521,8.49,0.25,3.0,-0.3689628862849577,1,True,False,False,True,True,False,False,False,False,False
21.0,4,-0.40924392399746296,0,0.06601022259492521,7.66,0.21,4.0,1.3758466414742916,0,True,False,False,True,True,False,False,False,False,True
24.0,1,-0.41145725957940604,4,0.06601022259492521,10.38,0.21,3.0,-0.6068914582521281,0,True,False,False,True,False,False,False,False,False,True
24.0,0,-0.028015521712111958,1,1.0161565928797707,14.65,0.2,2.0,0.42413235360561014,1,True,False,False,False,False,True,False,False,False,False
21.0,3,-0.49633494880605417,0,0.06601022259492521,13.23,0.25,4.0,0.5430966395891953,1,True,False,False,True,False,False,True,False,False,False
22.0,0,0.054176322089256976,0,-0.25070523416668994,13.49,0.09,2.0,0.9792990215290076,0,True,False,False,False,False,False,False,False,False,True
23.0,1,0.0590008962791104,0,-0.9633150118803241,6.03,0.04,3.0,0.6818883065700447,0,False,False,False,False,False,False,False,False,True,True
24.0,1,-0.4075777050762249,5,0.06601022259492521,11.01,0.21,3.0,-0.031897409331466384,0,False,False,False,True,False,False,True,False,False,True
22.0,3,0.055059169428121904,2,-0.5674206909283052,6.03,0.07,2.0,0.5827514015837237,0,True,False,False,False,False,False,True,False,False,True
23.0,0,0.05627774744514674,0,-1.2008516044515354,13.49,0.02,2.0,-0.9439569352056194,0,False,False,False,False,True,False,False,False,False,True
26.0,3,-0.4052275903291056,3,0.06601022259492521,10.37,0.21,2.0,0.0672394956548546,0,False,False,False,True,False,False,False,False,False,True
22.0,1,-0.4986850635531735,1,0.06601022259492521,12.42,0.25,3.0,-1.300849793156375,1,False,False,False,True,False,False,False,True,False,False
25.0,1,0.059858874678852377,3,0.2718752694899751,14.65,0.13,2.0,-2.906867653934775,0,True,False,False,False,False,False,False,False,False,True
25.0,3,-0.49538992911938184,4,0.06601022259492521,15.96,0.25,3.0,0.7611978305591015,1,True,False,False,True,False,False,False,False,True,False
24.0,1,-0.031037097815551088,0,-0.5515849180902244,18.64,0.08,4.0,0.6422335445755163,1,True,False,True,False,False,False,False,False,True,False
25.0,1,0.053865460350220024,2,-1.3592093328323431,12.69,0.01,2.0,1.0784359265153287,0,True,False,False,False,False,False,False,True,False,False
25.0,1,0.05814291787936843,0,0.9528135015274477,11.71,0.18,3.0,-1.0629212211892045,0,False,False,False,False,False,False,False,False,False,False
24.0,3,0.05554411374101954,0,-0.2902946662618918,6.62,0.09,3.0,1.2767097364879707,0,True,False,False,False,True,False,False,False,False,False
26.0,0,-0.033150957641002336,5,-0.09234750578588237,18.64,0.12,4.0,-0.6663736012439206,1,True,False,False,False,False,False,False,False,False,False
22.0,1,0.05701138114927393,0,-0.7257784193091127,6.03,0.06,2.0,0.6818883065700447,0,True,False,False,False,True,False,False,False,False,True
26.0,1,0.05726007054050349,4,4.024953432115115,7.9,0.41,2.0,-0.4086176482794861,0,False,False,False,False,False,False,False,False,True,True
25.0,3,-0.39687162678379245,1,0.06601022259492521,5.99,0.21,2.0,-1.895671223074301,0,True,False,False,True,False,False,True,False,False,True
22.0,0,-0.39423551923675915,0,0.06601022259492521,9.99,0.21,2.0,-1.7370521750961874,0,False,False,False,True,True,False,False,False,False,True
22.0,1,-0.39418578135851323,0,0.06601022259492521,11.71,0.21,2.0,-0.48792717226854293,0,False,False,False,True,False,False,False,False,False,False
22.0,0,-0.47997118686314927,0,0.06601022259492521,8.32,0.24,2.0,-2.0146355090578862,1,False,False,False,True,False,False,True,False,False,False
26.0,1,0.05605392699304014,6,0.06601022259492521,12.42,0.12,4.0,0.5232692585919311,0,True,False,True,False,False,False,False,True,False,True
25.0,3,-0.3877944640039136,6,0.06601022259492521,10.99,0.2,4.0,-0.15086169531505156,0,False,False,False,True,False,False,False,False,True,True
23.0,1,-0.3953297525581692,0,0.06601022259492521,11.01,0.21,2.0,0.007757352663062011,0,True,False,False,True,False,False,True,False,False,True
24.0,1,-0.03127335273721917,2,-0.8841361476899203,20.0,0.05,2.0,-0.11120693332052317,1,True,False,False,False,False,False,False,False,True,False
25.0,3,0.05655130577549925,5,0.06601022259492521,11.01,0.12,2.0,-1.9353259850688294,0,True,False,True,False,False,True,False,False,False,True
21.0,0,-0.39130098442025035,0,0.06601022259492521,8.59,0.2,4.0,-2.3318736050141133,0,False,False,False,True,True,False,False,False,False,True
22.0,0,0.056998946679712455,0,-1.2008516044515354,7.9,0.02,3.0,0.24568592463023237,0,True,False,False,False,True,False,False,False,False,False
24.0,0,0.056725388349359945,0,0.06601022259492521,13.49,0.12,4.0,-3.303415273880059,0,False,False,False,False,False,False,True,False,False,True
21.0,0,-0.38713543711715526,2,0.06601022259492521,11.71,0.2,4.0,0.6620609255727805,0,True,False,False,True,False,False,True,False,False,True
24.0,3,0.058789510296565275,3,1.1745143212605782,7.51,0.2,4.0,-1.201712888170054,0,True,False,False,False,False,False,False,True,False,True
22.0,3,-0.032317848180383316,0,0.7627842274704786,11.71,0.19,2.0,0.027584733660326207,1,False,False,False,False,False,False,False,False,False,False
23.0,1,0.05571819631488023,4,0.145189086785329,7.51,0.12,2.0,0.305168067622025,0,True,False,False,False,True,False,False,False,False,False
22.0,0,-0.38908764883830727,0,0.06601022259492521,14.27,0.2,3.0,1.118090688509857,0,True,False,False,True,True,False,False,False,False,False
24.0,1,0.0594485371833236,6,-0.7257784193091127,6.03,0.06,3.0,-0.17068907631231575,0,True,False,False,False,False,False,False,False,False,False
22.0,3,-0.385593562891532,1,0.06601022259492521,11.01,0.2,4.0,-0.4680997912712787,0,False,False,False,True,True,False,False,False,False,True
22.0,4,0.05946097165288508,0,-0.7218194760995925,11.01,0.06,2.0,0.007757352663062011,0,False,False,False,False,False,False,False,False,True,True
21.0,0,0.05799370424463069,2,-0.4090629625474975,6.03,0.08,3.0,-0.7060283632384491,0,False,False,False,False,False,False,True,False,False,False
23.0,0,0.05396493610671185,1,1.0161565928797707,11.01,0.19,4.0,-0.9043021732110911,0,False,False,False,False,True,False,False,False,False,True
23.0,0,-0.38590442463056895,0,0.06601022259492521,11.01,0.2,2.0,0.32499544861928914,0,False,False,False,True,True,False,False,False,False,False
23.0,0,0.05558141714970398,3,0.541083407737348,5.42,0.15,3.0,0.027584733660326207,0,True,False,False,False,True,False,False,False,False,True
24.0,3,-0.480667517158592,0,0.06601022259492521,12.69,0.24,2.0,0.5827514015837237,1,True,False,False,True,False,True,False,False,False,False
23.0,0,-0.38908764883830727,3,0.06601022259492521,7.9,0.2,3.0,0.7413704495618373,0,False,False,False,True,False,False,False,False,True,False
25.0,3,-0.4839004792445763,0,0.06601022259492521,6.62,0.24,4.0,-0.031897409331466384,1,False,False,False,True,False,False,False,True,False,False
22.0,1,0.05047085015993656,0,-1.3196199007371412,5.42,0.01,4.0,-2.391355748005906,0,True,False,True,False,False,False,False,False,True,True
21.0,3,0.059858874678852377,0,-1.1216727402611317,16.49,0.03,3.0,0.0672394956548546,0,False,False,False,False,False,False,False,True,False,False
24.0,0,0.058801944766126754,0,-0.4090629625474975,9.99,0.08,4.0,-0.23017121930410836,0,False,False,False,False,False,False,False,False,False,False
26.0,3,-0.3896347654990123,4,0.06601022259492521,16.89,0.2,3.0,0.7810252115563657,0,True,False,False,True,False,False,False,False,True,True
23.0,0,-0.17307604361631318,0,0.3827256793565404,15.62,0.18,3.0,0.24568592463023237,1,True,False,False,False,False,False,True,False,False,False
24.0,0,-0.3915621082810414,2,0.06601022259492521,11.99,0.2,3.0,-1.5387783651235454,0,True,False,False,True,False,False,False,False,False,True
24.0,3,-0.02884863117273098,3,0.7786200003085594,5.42,0.19,2.0,0.5232692585919311,1,True,False,False,False,False,False,False,True,False,False
25.0,1,0.05786935954901591,2,0.6994411361181555,5.42,0.16,3.0,0.027584733660326207,0,False,False,False,False,False,False,False,False,True,False
25.0,0,0.05785692507945443,4,-0.7574499649852742,6.99,0.06,4.0,0.7017156875673088,0,False,False,False,False,False,False,False,False,True,False
24.0,3,-0.38691161666504864,0,0.06601022259492521,8.49,0.2,3.0,-0.05172479032873058,0,True,False,False,True,False,False,False,True,False,True
22.0,1,0.058192655757614335,0,0.026420790499723318,8.49,0.11,4.0,1.1577454505043854,0,True,False,False,False,True,False,False,False,False,True
22.0,3,-0.4808789031411372,1,0.06601022259492521,15.28,0.24,3.0,-0.24999860030137255,1,True,False,False,True,False,False,True,False,False,False
23.0,1,0.05581767207137206,1,0.8577988644989631,8.49,0.18,2.0,0.1465490196439114,0,True,False,False,False,False,False,False,False,True,True
22.0,4,-0.3905051783683158,2,0.06601022259492521,10.37,0.2,2.0,0.0672394956548546,0,False,False,False,True,True,False,False,False,False,True
24.0,1,-0.38903791096006135,6,0.06601022259492521,5.79,0.2,2.0,1.217227593496178,0,True,False,False,True,False,False,True,False,False,False
25.0,1,-0.38487236365696625,0,0.06601022259492521,10.0,0.2,4.0,-0.19051645730957995,0,False,False,False,True,False,False,True,False,False,True
23.0,0,-0.4775215963595381,4,0.06601022259492521,10.36,0.24,4.0,0.38447759161108175,1,True,False,False,True,True,False,False,False,False,False
21.0,1,-0.38938607610778275,0,0.06601022259492521,11.01,0.2,2.0,-0.5275819342630713,0,False,False,False,True,True,False,False,False,False,True
23.0,3,-0.3893114692904139,0,0.06601022259492521,10.75,0.2,4.0,-0.5474093152603355,0,True,False,False,True,True,False,False,False,False,True
24.0,4,0.0556808929061958,2,-0.5674206909283052,15.23,0.07,4.0,-2.193081938033264,0,False,False,False,False,True,False,False,False,False,True
25.0,4,0.057956400835946255,1,-0.25070523416668994,6.99,0.09,4.0,0.7215430685645731,0,False,False,False,False,False,False,True,False,False,False
24.0,0,-0.38988345489024184,2,0.06601022259492521,7.88,0.2,3.0,-0.7456831252329774,0,True,False,False,True,False,False,False,True,False,True
26.0,1,0.059286889079024394,5,-0.8841361476899203,8.49,0.05,2.0,1.217227593496178,0,False,False,False,False,False,True,False,False,False,True
22.0,0,0.06077902542640174,1,-0.8049572834995165,5.42,0.05,2.0,-0.3293081242904293,0,False,False,False,False,False,False,False,False,False,True
26.0,4,0.054723438749962,4,-0.25070523416668994,11.01,0.09,2.0,0.5430966395891953,0,True,False,False,False,False,False,False,False,False,False
22.0,1,-0.38721004393452413,2,0.06601022259492521,7.14,0.2,4.0,-0.7655105062302416,0,True,False,False,True,True,False,False,False,False,False
21.0,3,-0.39112690184638965,0,0.06601022259492521,7.51,0.2,4.0,-1.2413676501645823,0,False,False,False,True,False,False,False,False,True,True
26.0,0,-0.4773475137856774,0,0.06601022259492521,13.11,0.24,3.0,0.20603116263570398,1,True,False,False,True,False,False,False,False,True,False
22.0,4,0.05677512622760585,0,-0.25070523416668994,7.49,0.09,3.0,0.7017156875673088,0,True,False,False,False,True,False,False,False,False,False
25.0,3,-0.3888016560383933,2,0.06601022259492521,13.48,0.2,3.0,0.602578782580988,0,False,False,False,True,False,False,False,False,True,True
24.0,3,-0.38895086967313103,3,0.06601022259492521,11.01,0.2,2.0,0.9594716405317435,0,False,False,False,True,False,False,False,False,True,False
23.0,3,-0.3886773113427785,0,0.06601022259492521,13.22,0.2,4.0,0.106894257649383,0,True,False,False,True,False,False,False,False,False,False
25.0,3,-0.38355430988344963,0,0.06601022259492521,12.18,0.2,3.0,-1.4594688411344885,0,False,False,False,True,True,False,False,False,False,False
22.0,0,0.05825482810542173,2,-0.5674206909283052,5.42,0.07,2.0,1.1379180695071212,0,True,False,False,False,False,False,False,False,False,False
22.0,3,-0.3867250996216265,1,0.06601022259492521,12.21,0.2,2.0,0.34482282961655336,0,False,False,False,True,False,False,True,False,False,False
23.0,1,0.05694920880146655,5,2.441376148307039,10.59,0.29,3.0,0.919816878537215,0,True,False,False,False,False,False,False,True,False,True
23.0,3,0.05585497548005649,0,0.06601022259492521,14.79,0.12,2.0,-0.30948074329316516,0,False,False,False,False,False,False,True,False,False,False
22.0,1,0.05897602733998744,1,-1.2008516044515354,11.49,0.02,4.0,-0.48792717226854293,0,False,False,False,False,False,False,True,False,False,False
22.0,3,0.05328104028083056,4,-0.5674206909283052,11.49,0.07,2.0,-0.8051652682247701,0,True,False,False,False,False,False,False,False,True,True
26.0,0,-0.3936137957586852,3,0.06601022259492521,9.63,0.21,4.0,-2.212909319030528,0,True,False,False,True,True,False,False,False,False,True
23.0,0,-0.38900060755137694,0,0.06601022259492521,12.84,0.2,4.0,-1.8758438420770367,0,False,False,False,True,False,False,False,False,False,True
22.0,1,-0.4767506592467265,3,0.06601022259492521,11.01,0.24,3.0,0.40430497260834597,1,True,False,False,True,True,False,False,False,False,False
25.0,4,0.062184120486848744,2,-0.8841361476899203,7.42,0.05,2.0,1.514638308455141,0,True,False,True,False,False,False,False,True,False,True
25.0,3,-0.4836766587924697,6,0.06601022259492521,13.79,0.24,4.0,-0.3293081242904293,1,False,False,False,True,False,True,False,False,False,False
22.0,3,0.05570576184531876,0,-0.18736214281436692,6.99,0.1,4.0,-1.1818855071727898,0,False,False,False,False,False,False,False,False,False,False
22.0,3,-0.39044300602050835,4,0.06601022259492521,8.0,0.2,4.0,-0.05172479032873058,0,False,False,False,True,True,False,False,False,False,True
25.0,0,0.05908793756604074,2,0.06601022259492521,5.42,0.12,4.0,-1.6577426511071305,0,False,False,False,False,False,False,True,False,False,True
24.0,1,0.05852838643577424,2,-0.5674206909283052,5.42,0.07,2.0,-1.5189509841262812,0,False,False,True,False,False,False,False,True,False,True
24.0,4,0.053455122854691256,2,1.8079452347838085,11.99,0.25,4.0,-0.8249926492220343,0,False,False,False,False,True,False,False,False,False,True
24.0,3,-0.3744895815731322,3,0.06601022259492521,6.99,0.2,4.0,-0.7060283632384491,0,False,False,False,True,True,False,False,False,False,True
22.0,1,0.05550681033233511,0,-0.44073450822365906,11.01,0.08,4.0,1.018953783523536,0,False,False,False,False,True,False,False,False,False,True
24.0,4,-0.3742160232427797,0,0.06601022259492521,11.14,0.2,2.0,1.1775728315016496,0,False,False,False,True,False,False,False,False,False,False
22.0,0,-0.028500466025009597,0,-0.5674206909283052,11.01,0.08,2.0,-1.9948081280606218,1,True,False,False,False,False,False,False,False,False,False
25.0,3,0.057943966366384776,4,1.649587506403001,10.59,0.24,2.0,-0.9637843162028836,0,False,False,False,False,False,False,False,False,True,False
23.0,1,0.06030651558306558,1,-1.1216727402611317,11.99,0.03,2.0,0.8008525925536298,0,False,False,False,False,True,False,False,False,False,True
24.0,1,0.05537003116715885,3,-1.2641946958038586,10.99,0.02,3.0,-1.4594688411344885,0,False,False,False,False,False,False,True,False,False,True
23.0,0,-0.3606127135425229,2,0.06601022259492521,11.01,0.19,2.0,-0.6465462202466565,0,False,False,False,True,False,False,False,False,True,True
23.0,3,0.05737198076655679,1,-0.9474792390422433,10.59,0.04,4.0,-0.6068914582521281,0,True,False,True,False,True,False,False,False,False,True
22.0,0,-0.45045175612420074,1,0.06601022259492521,15.27,0.23,2.0,-0.8448200302192984,1,True,False,False,True,False,False,False,False,True,False
22.0,1,-0.35613630450039085,1,0.06601022259492521,12.42,0.19,4.0,-0.30948074329316516,0,True,False,False,True,True,False,False,False,False,False
22.0,3,-0.35771548213469856,2,0.06601022259492521,13.49,0.19,4.0,-3.105141463907417,0,True,False,False,True,True,False,False,False,False,True
25.0,1,-0.36332342790692507,3,0.06601022259492521,14.27,0.2,2.0,-0.5474093152603355,0,False,False,False,True,False,False,True,False,False,False
25.0,3,-0.36314934533306437,7,0.06601022259492521,12.99,0.2,2.0,-0.07155217132599477,0,False,False,False,True,True,False,False,False,False,False
22.0,3,0.057608235688224874,0,0.06601022259492521,7.29,0.12,3.0,0.5232692585919311,0,True,False,False,False,False,False,False,False,False,True
23.0,1,-0.3590957082560226,0,0.06601022259492521,5.42,0.19,3.0,0.305168067622025,0,True,False,False,True,False,False,False,True,False,True
23.0,1,-0.35940656999505954,0,0.06601022259492521,11.01,0.19,4.0,-0.6862009822411849,0,True,False,False,True,False,False,True,False,False,False
22.0,1,0.058677600070511975,0,-1.2008516044515354,10.74,0.02,2.0,0.42413235360561014,0,True,False,False,False,False,False,False,False,True,True
22.0,3,-0.36084896846419096,0,0.06601022259492521,11.01,0.19,4.0,-1.3603319361481676,0,False,False,False,True,False,False,False,True,False,True
22.0,1,-0.35782739236075184,0,0.06601022259492521,10.99,0.19,4.0,1.3560192604770274,0,True,False,False,True,True,False,False,False,False,False
22.0,0,-0.36425601312403594,0,0.06601022259492521,6.92,0.2,2.0,0.5232692585919311,0,True,False,False,True,True,False,False,False,False,False
26.0,3,0.059759398922360554,3,-0.7574499649852742,11.01,0.06,4.0,-0.7258557442357133,0,False,False,False,False,False,False,True,False,False,True
24.0,3,0.055282989880228506,1,2.441376148307039,11.01,0.29,3.0,1.118090688509857,0,True,False,False,False,False,True,False,False,False,False
23.0,1,0.0598464402092909,0,-0.9633150118803241,5.42,0.04,2.0,0.7611978305591015,0,False,False,False,False,False,False,False,False,False,True
26.0,0,-0.3634726415416628,6,0.06601022259492521,6.54,0.2,4.0,1.1974002124989138,0,False,False,False,True,False,False,True,False,False,False
22.0,3,-0.3627514423070971,1,0.06601022259492521,6.17,0.2,3.0,-0.3689628862849577,0,True,False,False,True,False,False,False,False,False,True
22.0,3,-0.36221676011595355,0,0.06601022259492521,13.98,0.2,2.0,0.305168067622025,0,False,False,False,True,False,False,False,True,False,False
22.0,1,-0.45194389247157807,2,0.06601022259492521,11.36,0.23,2.0,-0.34913550528769355,1,True,False,False,True,False,False,False,True,False,False
25.0,0,0.05619070615821639,2,-0.5199133724140629,10.37,0.07,4.0,-0.4482724102740145,0,False,False,False,False,False,False,False,False,True,False
25.0,0,-0.36615848696694203,4,0.06601022259492521,10.99,0.2,2.0,-0.9043021732110911,0,False,False,False,True,False,False,False,False,True,False
24.0,4,-0.3582004264475962,0,0.06601022259492521,7.88,0.19,3.0,-0.4284450292767503,0,True,False,False,True,True,False,False,False,False,True
26.0,3,-0.347867382242008,0,0.06601022259492521,11.01,0.19,3.0,0.18620378163843979,0,True,False,False,True,False,False,False,True,False,True
24.0,1,0.054213625497941405,6,2.441376148307039,11.01,0.3,2.0,0.027584733660326207,0,False,False,False,False,False,False,True,False,False,True
25.0,3,-0.34622603225989296,3,0.06601022259492521,18.25,0.19,3.0,0.007757352663062011,0,True,False,False,True,True,False,False,False,False,True
25.0,3,0.058068311061999556,3,0.3827256793565404,10.37,0.14,4.0,0.28534068662476075,0,False,False,False,False,False,False,True,False,False,True
25.0,4,0.057558497809978966,0,-0.8841361476899203,6.92,0.05,2.0,1.118090688509857,0,True,False,False,False,False,False,False,False,False,True
21.0,1,-0.3428065531304865,0,0.06601022259492521,11.01,0.19,4.0,0.48361449659740274,0,False,False,False,True,False,False,False,True,False,True
26.0,4,0.05385302588065855,8,-0.25070523416668994,10.0,0.09,2.0,1.41550140346882,0,False,False,False,False,False,False,False,True,False,False
26.0,4,-0.34376400728672035,3,0.06601022259492521,14.65,0.19,4.0,0.32499544861928914,0,True,False,False,True,True,False,False,False,False,True
22.0,0,0.059510709531130995,2,-0.25070523416668994,13.35,0.09,2.0,-0.8448200302192984,0,True,False,False,False,False,False,False,False,True,True
23.0,1,0.05638965767120004,2,-0.9593560686708039,6.91,0.04,3.0,-1.4792962221317527,0,False,False,False,False,False,False,False,False,False,True
24.0,0,-0.33974767361836294,1,0.06601022259492521,5.79,0.19,2.0,1.098263307512593,0,True,False,False,True,True,False,False,False,False,False
25.0,1,-0.34524370916453617,4,0.06601022259492521,7.66,0.19,3.0,-0.11120693332052317,0,False,False,False,True,True,False,False,False,False,True
24.0,3,-0.3451317989384829,2,0.06601022259492521,9.63,0.19,3.0,0.3646502106138175,0,True,False,False,True,False,False,True,False,False,True
21.0,0,0.059386364835516216,0,-0.5674206909283052,5.42,0.07,3.0,-0.2698259812986367,0,True,False,False,False,False,False,False,False,False,True
23.0,3,-0.345082061060237,1,0.06601022259492521,9.25,0.19,3.0,-0.7456831252329774,0,True,False,False,True,True,False,False,False,False,True
24.0,3,-0.3429682012347857,4,0.06601022259492521,13.16,0.19,4.0,-0.05172479032873058,0,False,False,False,True,False,False,True,False,False,False
22.0,0,0.05885168264437267,3,0.06601022259492521,10.36,0.12,2.0,-2.0344628900551505,0,True,False,False,False,False,False,False,False,False,True
24.0,0,0.06054277050473366,2,2.441376148307039,9.62,0.29,2.0,-1.3603319361481676,0,False,False,False,False,False,False,False,False,True,True
22.0,3,-0.4315513623907543,2,0.06601022259492521,11.01,0.22,2.0,1.118090688509857,1,True,False,False,True,False,False,False,True,False,False
22.0,4,0.05366650883723638,0,-0.25070523416668994,5.79,0.09,3.0,0.027584733660326207,0,True,False,True,False,False,False,True,False,False,False
22.0,3,-0.32972549115181177,0,0.06601022259492521,10.65,0.19,4.0,0.8008525925536298,0,False,False,False,True,False,False,True,False,False,False
22.0,4,0.05694920880146655,0,1.8079452347838085,8.88,0.25,3.0,-0.6267188392493923,0,False,False,False,False,False,False,False,False,True,True
25.0,1,0.05718546372313463,4,0.3827256793565404,5.79,0.14,2.0,1.5542930704496694,0,False,False,False,False,False,False,False,True,False,True
24.0,0,-0.33030991122120124,1,0.06601022259492521,7.49,0.19,2.0,-0.5870640772548639,0,False,False,False,True,False,False,False,True,False,True
23.0,1,0.05798126977506921,0,1.649587506403001,6.17,0.24,2.0,0.7017156875673088,0,True,False,False,False,True,False,False,False,False,False
24.0,4,0.06033138452218854,5,0.22436795097573278,11.01,0.13,3.0,0.6620609255727805,0,False,False,False,False,False,False,False,False,False,True
25.0,1,-0.3306083384906767,2,0.06601022259492521,12.68,0.19,4.0,-0.48792717226854293,0,False,False,False,True,False,False,True,False,False,False
26.0,1,0.05602905805391718,1,-1.0108223303945663,9.25,0.04,4.0,1.098263307512593,0,False,False,False,False,False,False,True,False,False,False
22.0,1,-0.3286436922999632,1,0.06601022259492521,15.95,0.19,4.0,0.6422335445755163,0,True,False,False,True,True,False,False,False,False,True
21.0,1,-0.3294768017605822,0,0.06601022259492521,14.74,0.19,4.0,0.18620378163843979,0,True,False,False,True,False,False,False,True,False,False
23.0,1,-0.3274872866307458,1,0.06601022259492521,14.27,0.19,3.0,-1.9749807470633576,0,True,False,False,True,True,False,False,False,False,True
23.0,1,-0.3114965587746852,3,0.06601022259492521,11.48,0.18,2.0,-0.6267188392493923,0,False,False,False,True,False,False,False,False,False,True
23.0,4,0.0595604474093769,0,0.22436795097573278,7.14,0.13,4.0,0.40430497260834597,0,True,False,True,False,False,False,False,False,True,False
26.0,1,-0.0290600171552761,2,-0.4090629625474975,15.95,0.09,2.0,-1.201712888170054,1,True,False,False,False,False,False,False,False,False,False
21.0,1,-0.31526420305181296,1,0.06601022259492521,6.62,0.18,4.0,0.503441877594667,0,True,False,False,True,False,False,False,False,True,True
25.0,4,-0.31414510079127994,5,0.06601022259492521,12.69,0.18,2.0,0.9991264025262718,0,True,False,False,True,False,False,True,False,False,False
22.0,3,-0.31882046134639563,0,0.06601022259492521,10.65,0.18,3.0,-1.8361890800825083,0,True,False,False,True,True,False,False,False,False,True
25.0,1,0.05717302925357315,0,-0.25070523416668994,7.88,0.09,4.0,-1.201712888170054,0,False,False,False,False,False,False,False,True,False,False
24.0,3,-0.3146051761650546,2,0.06601022259492521,6.62,0.18,3.0,0.7017156875673088,0,False,False,False,True,False,False,False,True,False,True
24.0,0,-0.03138526296327247,0,-0.7257784193091127,7.88,0.06,4.0,1.4353287844660843,1,False,False,False,False,True,False,False,False,False,False
23.0,1,0.05662591259286812,0,-0.8841361476899203,11.01,0.05,4.0,1.1577454505043854,0,True,False,False,False,True,False,False,False,False,True
26.0,0,0.060940673530700956,2,-0.8841361476899203,13.98,0.05,4.0,-0.5077545532658071,0,False,False,False,False,True,False,False,False,False,True
26.0,0,-0.31343633602627574,2,0.06601022259492521,11.01,0.18,3.0,-0.031897409331466384,0,False,False,False,True,False,False,False,True,False,True
22.0,4,-0.315525326912604,0,0.06601022259492521,9.91,0.18,2.0,-0.13103431431778736,0,False,False,False,True,False,False,True,False,False,True
24.0,1,0.05946097165288508,0,-0.5674206909283052,7.88,0.07,3.0,0.38447759161108175,0,False,False,False,False,False,False,False,False,True,False
25.0,1,0.05822995916629877,5,0.3827256793565404,7.51,0.14,4.0,1.7327394994250471,0,False,False,False,False,False,False,False,True,False,True
23.0,3,-0.31385910799136596,3,0.06601022259492521,6.62,0.18,4.0,-1.2215402691673183,0,False,False,False,True,True,False,False,False,False,True
26.0,4,0.05288313725486327,4,-0.9633150118803241,14.35,0.04,3.0,-1.499123603129017,0,True,False,False,False,True,False,False,False,False,True
23.0,1,0.05994591596578272,0,1.0161565928797707,14.35,0.19,3.0,-1.697397413101659,0,True,False,True,False,True,False,False,False,False,True
22.0,3,0.059858874678852377,0,0.6598517040229537,10.75,0.16,3.0,-0.23017121930410836,0,True,False,False,False,False,False,False,False,True,True
22.0,1,-0.3114965587746852,1,0.06601022259492521,7.51,0.18,3.0,1.4551561654633485,0,True,False,False,True,True,False,False,False,False,False
23.0,0,-0.40470534260752355,1,0.06601022259492521,11.99,0.21,3.0,0.48361449659740274,1,False,False,False,True,False,False,False,True,False,False
23.0,3,0.057210332662257585,2,-0.8207930563375972,6.76,0.05,4.0,-1.1620581261755256,0,False,False,False,False,False,False,False,False,False,True
26.0,4,0.05692433986234359,4,-0.25070523416668994,14.84,0.09,3.0,0.5232692585919311,0,True,False,False,False,False,False,False,True,False,True
22.0,3,0.059150109913848135,1,1.0161565928797707,16.32,0.19,2.0,0.8999894975399508,0,False,False,False,False,True,False,False,False,False,False
23.0,3,0.056364788732077085,0,-0.7257784193091127,11.12,0.06,3.0,0.40430497260834597,0,False,False,False,False,False,False,False,True,False,True
26.0,1,0.05845377961840537,2,2.441376148307039,11.01,0.29,4.0,-0.2698259812986367,0,False,False,False,False,False,False,False,False,True,True
25.0,3,0.05471100428040052,0,-0.25070523416668994,11.12,0.09,3.0,-1.9154986040715651,0,True,False,False,False,False,False,False,False,False,True
25.0,3,-0.31623409167760824,2,0.06601022259492521,12.98,0.18,2.0,-1.0827486021864687,0,True,False,False,True,False,False,False,False,True,True
